District ID,District Name,School ID,School Name,School Year,Percentage of Kindergarteners with PreK Experience,Number of K students
132,South Windsor School District,6,Orchard Hill School,2010-11,87.5,40
132,South Windsor School District,1,Philip R. Smith School,2010-11,81.8,44
132,South Windsor School District,2,Pleasant Valley School,2010-11,95.6,68
132,South Windsor School District,4,Wapping Elementary School,2010-11,91.9,37
131,Southington School District,15,Derynoski Elementary School,2010-11,83,106
131,Southington School District,13,Flanders School,2010-11,68.3,41
131,Southington School District,2,Hatton School,2010-11,81.4,59
131,Southington School District,6,Plantsville School at North Center,2010-11,68.5,54
131,Southington School District,7,South End School,2010-11,82.9,35
131,Southington School District,8,Strong School,2010-11,74.5,55
131,Southington School District,9,Thalberg School,2010-11,81.7,71
131,Southington School District,14,Urbin T. Kelley School,2010-11,96.8,62
133,Sprague School District,1,Sayles School,2010-11,85.4,41
134,Stafford School District,3,Staffordville School,2010-11,89.1,64
134,Stafford School District,4,West Stafford School,2010-11,85,60
135,Stamford School District,20,Davenport Ridge School,2010-11,71.7,99
135,Stamford School District,22,Hart School,2010-11,74.8,103
135,Stamford School District,12,Julia A. Stark School,2010-11,63.2,95
135,Stamford School District,5,K. T. Murphy School,2010-11,63.2,106
135,Stamford School District,6,Newfield School,2010-11,76.9,117
135,Stamford School District,18,Northeast School,2010-11,66.7,114
135,Stamford School District,8,Rogers International School,2010-11,88.3,94
135,Stamford School District,9,Roxbury School,2010-11,73.9,111
135,Stamford School District,11,Springdale School,2010-11,72.5,120
135,Stamford School District,21,Stillmeadow School,2010-11,78.2,124
135,Stamford School District,19,Toquam Magnet School,2010-11,64.9,97
135,Stamford School District,14,Westover School,2010-11,82.9,129
136,Sterling School District,3,Sterling Community School,2010-11,65.4,52
137,Stonington School District,5,Deans Mill School,2010-11,82.1,84
137,Stonington School District,6,West Vine Street School,2010-11,76.1,71
138,Stratford School District,3,Chapel School,2010-11,63.4,93
138,Stratford School District,13,Eli Whitney School,2010-11,87.5,40
138,Stratford School District,4,Franklin School,2010-11,72.5,40
138,Stratford School District,8,Lordship School,2010-11,80,40
138,Stratford School District,9,Nichols School,2010-11,76.3,59
138,Stratford School District,10,Second Hill Lane School,2010-11,83,106
138,Stratford School District,16,Stratford Academy - Honeyspot House,2010-11,94.8,77
138,Stratford School District,14,Wilcoxson School,2010-11,100,38
139,Suffield School District,4,A. Ward Spaulding School,2010-11,89.7,117
140,Thomaston School District,1,Black Rock School,2010-11,58.1,74
141,Thompson School District,1,Mary R. Fisher Elementary School,2010-11,44.8,87
142,Tolland School District,1,Birch Grove Primary School,2010-11,55.7,192
143,Torrington School District,1,East School,2010-11,75.9,58
143,Torrington School District,2,Forbes School,2010-11,73.8,80
143,Torrington School District,8,Southwest School,2010-11,90.4,52
143,Torrington School District,9,Torringford School,2010-11,91.7,132
143,Torrington School District,13,Vogel-Wetmore School,2010-11,63.9,72
144,Trumbull School District,1,Booth Hill School,2010-11,92,75
144,Trumbull School District,8,Daniels Farm School,2010-11,89.5,57
144,Trumbull School District,10,Frenchtown Elementary School,2010-11,75,88
144,Trumbull School District,4,Jane Ryan School,2010-11,98.2,55
144,Trumbull School District,3,Middlebrook School,2010-11,93.7,79
144,Trumbull School District,9,Tashua School,2010-11,98,51
145,Union School District,1,Union Elementary School,2010-11,100,7
146,Vernon School District,14,Center Road School,2010-11,85.5,83
146,Vernon School District,1,Lake Street School,2010-11,78.8,33
146,Vernon School District,2,Maple Street School,2010-11,37.8,45
146,Vernon School District,3,Northeast School,2010-11,81,42
146,Vernon School District,10,Skinner Road School,2010-11,84.9,53
147,Voluntown School District,1,Voluntown Elementary School,2010-11,84.4,32
148,Wallingford School District,10,Cook Hill School,2010-11,82.9,82
148,Wallingford School District,9,Evarts C. Stevens School,2010-11,89.3,103
148,Wallingford School District,2,Highland School,2010-11,90.8,98
148,Wallingford School District,1,Moses Y. Beach School,2010-11,47.7,111
151,Waterbury School District,21,B. W. Tinker School,2010-11,74.7,91
151,Waterbury School District,3,Barnard School,2010-11,66.1,56
151,Waterbury School District,10,Brooklyn Elementary School,2010-11,56.8,37
151,Waterbury School District,5,Bucks Hill School,2010-11,80.8,120
151,Waterbury School District,6,Bunker Hill School,2010-11,65.3,98
151,Waterbury School District,27,Carrington School,2010-11,67.1,73
151,Waterbury School District,9,Driggs School,2010-11,50.5,105
151,Waterbury School District,14,F. J. Kingsbury School,2010-11,83.1,77
151,Waterbury School District,26,Gilmartin School,2010-11,76.9,39
151,Waterbury School District,7,H. S. Chase School,2010-11,58.2,110
151,Waterbury School District,13,Hopeville School,2010-11,25.6,82
151,Waterbury School District,31,Maloney Interdistrict Magnet School,2010-11,88.4,95
151,Waterbury School District,11,Margaret M. Generali Elementary School,2010-11,65.8,111
151,Waterbury School District,28,Regan School,2010-11,37.5,40
151,Waterbury School District,33,Rotella Interdistrict Magnet School,2010-11,70,90
151,Waterbury School District,20,Sprague School,2010-11,72.5,80
151,Waterbury School District,22,Walsh School,2010-11,68.2,107
151,Waterbury School District,23,Washington School,2010-11,56.4,55
151,Waterbury School District,8,Wendell L. Cross School,2010-11,59,61
151,Waterbury School District,32,Woodrow Wilson School,2010-11,9.2,87
152,Waterford School District,2,Great Neck Elementary School,2010-11,91.7,36
152,Waterford School District,6,Oswegatchie Elementary School,2010-11,80.4,46
152,Waterford School District,7,Quaker Hill Elementary School,2010-11,78.9,38
153,Watertown School District,2,John Trumbull Primary School,2010-11,93.3,179
155,West Hartford School District,16,Aiken School,2010-11,96.7,61
155,West Hartford School District,2,Braeburn School,2010-11,95.8,71
155,West Hartford School District,4,Bugbee School,2010-11,92.2,64
155,West Hartford School District,5,Charter Oak Academy,2010-11,75,48
155,West Hartford School District,6,Duffy School,2010-11,100,73
155,West Hartford School District,9,Morley School,2010-11,95.1,61
155,West Hartford School District,10,Norfeldt School,2010-11,98.3,58
155,West Hartford School District,17,Smith School,2010-11,82,50
155,West Hartford School District,12,Webster Hill School,2010-11,90.4,73
155,West Hartford School District,13,Whiting Lane School,2010-11,90.7,75
155,West Hartford School District,15,Wolcott School,2010-11,85.9,64
156,West Haven School District,8,Alma E. Pagels School,2010-11,67.5,80
156,West Haven School District,6,Edith E. Mackrille School,2010-11,91.2,68
156,West Haven School District,3,Forest School,2010-11,26.7,105
156,West Haven School District,14,Savin Rock Community School,2010-11,36.4,110
156,West Haven School District,4,Seth G. Haley School,2010-11,78.6,103
156,West Haven School District,12,Washington School,2010-11,69.6,92
154,Westbrook School District,2,Daisy Ingraham School,2010-11,81.8,66
157,Weston School District,1,Hurlbutt Elementary School,2010-11,98.7,159
158,Westport School District,3,Coleytown Elementary School,2010-11,100,70
158,Westport School District,4,Green's Farms School,2010-11,97,66
158,Westport School District,5,King's Highway Elementary School,2010-11,100,70
158,Westport School District,7,Long Lots School,2010-11,86.9,99
158,Westport School District,8,Saugatuck Elementary School,2010-11,100,87
159,Wethersfield School District,8,Alfred W. Hanmer School,2010-11,90.9,44
159,Wethersfield School District,10,Charles Wright School,2010-11,80.8,52
159,Wethersfield School District,2,Emerson-Williams School,2010-11,77.6,49
159,Wethersfield School District,11,Highcrest School,2010-11,95,60
159,Wethersfield School District,12,Samuel B. Webb Elementary School,2010-11,69.2,39
160,Willington School District,1,Center School,2010-11,82.4,34
161,Wilton School District,5,Miller-Driscoll School,2010-11,98.6,292
162,Winchester School District,4,Batcheller Early Education Center,2010-11,78.4,88
163,Windham School District,1,Natchaug School,2010-11,73.7,57
163,Windham School District,3,North Windham School,2010-11,83.3,90
163,Windham School District,6,W. B. Sweeney School,2010-11,81.4,59
163,Windham School District,5,Windham Center School,2010-11,67.7,65
165,Windsor Locks School District,1,North Street School,2010-11,48.9,137
164,Windsor School District,10,Roger Wolcott Early Child Center,2010-11,87.2,196
166,Wolcott School District,6,Alcott School,2010-11,79.5,39
166,Wolcott School District,2,Frisbie School,2010-11,85.2,61
166,Wolcott School District,5,Wakelee School,2010-11,73.1,67
167,Woodbridge School District,1,Beecher Road Primary School,2010-11,80,85
169,Woodstock School District,2,Woodstock Elementary School,2010-11,73.2,97
288,Achievement First Hartford Academy Inc.,1,Achievement First Hartford Academy Inc.,2009-10,83.9,87
279,Amistad Academy District,51,Amistad Academy,2009-10,91.8,85
1,Andover School District,1,Andover Elementary School,2009-10,93.3,45
2,Ansonia School District,3,Mead School,2009-10,57.1,35
2,Ansonia School District,8,Prendergast School,2009-10,100,164
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict Magnet School,2009-10,82.8,58
3,Ashford School District,1,Ashford School,2009-10,90.3,31
4,Avon School District,4,Pine Grove School,2009-10,90.4,94
4,Avon School District,3,Roaring Brook School,2009-10,79.6,113
5,Barkhamsted School District,1,Barkhamsted Elementary School,2009-10,71.4,42
7,Berlin School District,4,Emma Hart Willard School,2009-10,100,69
7,Berlin School District,5,Mary E. Griswold School,2009-10,92,87
7,Berlin School District,1,Richard D. Hubbard School,2009-10,92,25
8,Bethany School District,1,Bethany Community School,2009-10,96.5,57
9,Bethel School District,4,Anna H. Rockwell School,2009-10,74.1,85
9,Bethel School District,1,Frank A. Berry School,2009-10,90.6,85
11,Bloomfield School District,3,J. P. Vincent School,2009-10,90.5,42
11,Bloomfield School District,6,Laurel School,2009-10,91.8,49
11,Bloomfield School District,5,Metacomet School,2009-10,88.5,26
11,Bloomfield School District,8,Wintonbury Early Childhood Magnet School,2009-10,81.8,33
12,Bolton School District,1,Bolton Center School,2009-10,92.5,53
13,Bozrah School District,1,Fields Memorial School,2009-10,95.8,24
14,Branford School District,16,John B. Sliney School,2009-10,87.5,72
14,Branford School District,15,Mary R. Tisko School,2009-10,95,80
14,Branford School District,14,Mary T. Murphy School,2009-10,65.8,76
15,Bridgeport School District,1,Barnum School,2009-10,76.4,89
15,Bridgeport School District,2,Beardsley School,2009-10,65.4,52
15,Bridgeport School District,3,Black Rock School,2009-10,55.6,45
15,Bridgeport School District,40,Blackham School,2009-10,89.5,86
15,Bridgeport School District,4,Bryant School,2009-10,60,60
15,Bridgeport School District,14,Cesar Batalla School,2009-10,45.3,117
15,Bridgeport School District,21,Classical Studies Academy,2009-10,83,47
15,Bridgeport School District,5,Columbus School,2009-10,70.5,88
15,Bridgeport School District,39,Cross School,2009-10,100,46
15,Bridgeport School District,42,Curiale School,2009-10,47.8,67
15,Bridgeport School District,41,Dunbar School,2009-10,51.4,35
15,Bridgeport School District,7,Edison School,2009-10,59.1,44
15,Bridgeport School District,32,Geraldine Johnson School,2009-10,54.3,105
15,Bridgeport School District,11,Hall School,2009-10,32.5,40
15,Bridgeport School District,12,Hallen School,2009-10,26.1,46
15,Bridgeport School District,45,High Horizons Magnet School,2009-10,84.3,51
15,Bridgeport School District,13,Hooker School,2009-10,80,50
15,Bridgeport School District,22,Jettie S. Tisdale School,2009-10,18.6,70
15,Bridgeport School District,19,Longfellow School,2009-10,98.1,53
15,Bridgeport School District,10,Luis Munoz Marin School,2009-10,63.6,77
15,Bridgeport School District,20,Madison School,2009-10,67.5,80
15,Bridgeport School District,46,Multicultural Magnet School,2009-10,78.7,47
15,Bridgeport School District,17,Park City Magnet School,2009-10,100,58
15,Bridgeport School District,25,Read School,2009-10,32.3,99
15,Bridgeport School District,26,Roosevelt School,2009-10,80.8,73
15,Bridgeport School District,44,Skane Center,2009-10,96.8,31
15,Bridgeport School District,30,Waltersville School,2009-10,74.1,54
15,Bridgeport School District,36,Winthrop School,2009-10,79.4,63
17,Bristol School District,7,Clara T. O Connell School,2009-10,83.1,71
17,Bristol School District,1,Clarence A. Bingham School,2009-10,83.8,37
17,Bristol School District,3,Edgewood School,2009-10,50,50
17,Bristol School District,14,Ellen P. Hubbell School,2009-10,95.9,74
17,Bristol School District,5,Greene-Hills School,2009-10,82,50
17,Bristol School District,19,Ivy Drive School,2009-10,98.1,54
17,Bristol School District,6,John J. Jennings School,2009-10,89.1,55
17,Bristol School District,17,Mountain View School,2009-10,95,40
17,Bristol School District,11,South Side School,2009-10,90.1,81
17,Bristol School District,12,Stafford School,2009-10,74.2,66
18,Brookfield School District,3,Center Elementary School,2009-10,71.8,188
19,Brooklyn School District,1,Brooklyn Elementary School,2009-10,100,68
21,Canaan School District,1,Lee H. Kellogg School,2009-10,50,14
22,Canterbury School District,2,Canterbury Elementary School,2009-10,92.1,38
23,Canton School District,2,Cherry Brook Primary School,2009-10,100,121
241,Capitol Region Education Council,1,East Hartford/Glastonbury Magnet School,2009-10,63.4,41
241,Capitol Region Education Council,4,International Magnet School for Global Citizenship,2009-10,96.7,61
241,Capitol Region Education Council,31,Montessori Magnet School,2009-10,100,45
241,Capitol Region Education Council,3,Reggio Magnet School of the Arts,2009-10,90,60
241,Capitol Region Education Council,2,University of Hartford Multiple Intelligences Magnet School,2009-10,88.1,59
